1148,Items,ID,Stackability,Survival Obtainable,Peaceful Obtainable,Hunger,Saturation,Effect When Eaten,Is Weapon,Attack Speed,Attack Damage,Damage Per Second,Breaking Speed,Cooldown (in seconds),XP From Smelting,Obtainable By Smelting,Smeltable,Fuel Duration,Renewable
,Honey Bottle,honey_bottle,16,Yes,Yes,6,1.2,Clears Poison,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Honeycomb Block,honeycomb_block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lodestone,lodestone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Crying Obsidian,crying_obsidian,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blackstone,blackstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blackstone Slab,blackstone_slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blackstone Stairs,blackstone_stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Gilded Blackstone,gilded_blackstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Polished Blackstone,polished_blackstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Polished Blackstone Slab,polished_blackstone_slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Polished Blackstone Stairs,polished_blackstone_stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Chiseled Polished Blackstone,chiseled_polished_blackstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Polished Blackstone Bricks,polished_blackstone_bricks,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Furnace Only,None,Yes
,Polished Blackstone Brick Slab,polished_blackstone_brick_slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Polished Blackstone Brick Stairs,polished_blackstone_brick_stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cracked Polished Blackstone Bricks,cracked_polished_blackstone_bricks,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
,Respawn Anchor,respawn_anchor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Candle,candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,White Candle,white_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Orange Candle,orange_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Magenta Candle,magenta_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Blue Candle,light_blue_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Yellow Candle,yellow_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lime Candle,lime_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Pink Candle,pink_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Gray Candle,gray_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Gray Candle,light_gray_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cyan Candle,cyan_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Purple Candle,purple_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blue Candle,blue_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Brown Candle,brown_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Green Candle,green_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Red Candle,red_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Black Candle,black_candle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Small Amethyst Bud,small_amethyst_bud,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Medium Amethyst Bud,medium_amethyst_bud,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Large Amethyst Bud,large_amethyst_bud,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Amethyst Cluster,amethyst_cluster,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Pointed Dripstone,pointed_dripstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Ochre Froglight,ochre_froglight,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Verdant Froglight,verdant_froglight,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Pearlescent Froglight,pearlescent_froglight,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Echo Shard,echo_shard,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Bedrock,bedrock,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Budding Amethyst,budding_amethyst,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Petrified Oak Slab,petrified_oak_slab,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Chorus Plant,chorus_plant,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Spawner,spawner,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Farmland,farmland,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Stone,infested_stone,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Cobblestone,infested_cobblestone,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Stone Bricks,infested_stone_bricks,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Mossy Stone Bricks,infested_mossy_stone_bricks,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Cracked Stone Bricks,infested_cracked_stone_bricks,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Chiseled Stone Bricks,infested_chiseled_stone_bricks,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Infested Deepslate,infested_deepslate,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Reinforced Deepslate,reinforced_deepslate,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,End Portal Frame,end_portal_frame,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Command Block,command_block,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Barrier,barrier,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Light,light,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Dirt Path,dirt_path,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Repeating Command Block,repeating_command_block,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Chain Command Block,chain_command_block,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Structure Void,structure_void,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Structure Block,structure_block,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Jigsaw Block,jigsaw,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Bundle,bundle,Unstackable,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Allay Spawn Egg,allay_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Axolotl Spawn Egg,axolotl_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Bat Spawn Egg,bat_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Bee Spawn Egg,bee_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Blaze Spawn Egg,blaze_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Cat Spawn Egg,cat_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Cave Spider Spawn Egg,cave_spider_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Chicken Spawn Egg,chicken_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Cod Spawn Egg,cod_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Cow Spawn Egg,cow_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Creeper Spawn Egg,creeper_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Dolphin Spawn Egg,dolphin_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Donkey Spawn Egg,donkey_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Drowned Spawn Egg,drowned_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Elder Guardian Spawn Egg,elder_guardian_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Enderman Spawn Egg,enderman_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Endermite Spawn Egg,endermite_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Evoker Spawn Egg,evoker_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Fox Spawn Egg,fox_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Frog Spawn Egg,frog_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Ghast Spawn Egg,ghast_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Glow Squid Spawn Egg,glow_squid_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Goat Spawn Egg,goat_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Guardian Spawn Egg,guardian_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Hoglin Spawn Egg,hoglin_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Horse Spawn Egg,horse_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Husk Spawn Egg,husk_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Llama Spawn Egg,llama_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Magma Cube Spawn Egg,magma_cube_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Mooshroom Spawn Egg,mooshroom_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Mule Spawn Egg,mule_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Ocelot Spawn Egg,ocelot_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Panda Spawn Egg,panda_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Parrot Spawn Egg,parrot_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Phantom Spawn Egg,phantom_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Pig Spawn Egg,pig_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Piglin Spawn Egg,piglin_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Piglin Brute Spawn Egg,piglin_brute_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Pillager Spawn Egg,pillager_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Polar Bear Spawn Egg,polar_bear_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Pufferfish Spawn Egg,pufferfish_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Rabbit Spawn Egg,rabbit_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Ravager Spawn Egg,ravager_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Salmon Spawn Egg,salmon_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Sheep Spawn Egg,sheep_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Shulker Spawn Egg,shulker_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Silverfish Spawn Egg,silverfish_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Skeleton Spawn Egg,skeleton_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Skeleton Horse Spawn Egg,skeleton_horse_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Slime Spawn Egg,slime_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Spider Spawn Egg,spider_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Squid Spawn Egg,squid_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Stray Spawn Egg,stray_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Strider Spawn Egg,strider_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Tadpole Spawn Egg,tadpole_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Trader Llama Spawn Egg,trader_llama_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Tropical Fish Spawn Egg,tropical_fish_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Turtle Spawn Egg,turtle_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Vex Spawn Egg,vex_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Villager Spawn Egg,villager_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Vindicator Spawn Egg,vindicator_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Wandering Trader Spawn Egg,wandering_trader_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Warden Spawn Egg,warden_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Witch Spawn Egg,witch_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Wither Skeleton Spawn Egg,wither_skeleton_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Wolf Spawn Egg,wolf_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Zoglin Spawn Egg,zoglin_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Zombie Spawn Egg,zombie_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Zombie Horse Spawn Egg,zombie_horse_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Zombie Villager Spawn Egg,zombie_villager_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Zombified Piglin Spawn Egg,zombified_piglin_spawn_egg,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Player Head,player_head,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Minecart with Command Block,command_block_minecart,Unstackable,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Knowledge Book,knowledge_book,Unstackable,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Debug Stick,debug_stick,Unstackable,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Frogspawn,frogspawn,64,No,No,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
